Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,variety_labeled,class_labeled,size_labeled,package_labeled,market_labeled,kg_price
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,55,550,10,448,BLO,5,0,4,0,0,6.11
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,5990,92,50,BLO,5,0,2,0,0,7.22
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,112,560,5,89,BLO,5,0,4,2,0,9.33
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,120,240,2,440,BLO,5,1,3,2,0,10.0
GRANNY SMITH,CLASS 2,SMALL,ECONOMIC PACK,12,70,210,3,57,BLO,5,0,3,2,0,5.83
PINK LADY,CLASS 1,MEDIUM,ECONOMIC PACK,12,128,1664,13,33,BLO,6,1,4,2,0,10.67
PINK LADY,CLASS 1,SMALL,ECONOMIC PACK,12,70,210,3,9,BLO,6,1,3,2,0,5.83
ROME BEAUTY,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,60,1,82,BLO,13,0,2,0,0,6.67
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,69,1749,25,331,BLO,8,0,4,0,0,7.67
ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12,69,484,7,26,BLO,8,1,3,2,0,5.75
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,589,BLO,9,1,1,1,0,11.11
STARKING,CLASS 1,SMALL,ECONOMIC PACK,12,131,3800,29,187,BLO,9,1,3,2,0,10.92
STARKING,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,325,5,10,BLO,9,0,4,0,0,7.22
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,230,2070,9,308,BLO,11,1,1,1,0,12.78
TOP RED,CLASS 1,LARGE,CARTON,18,220,10780,49,0,BLO,11,1,2,1,0,12.22
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,68,340,5,72,BLO,11,0,4,0,0,7.56
TOP RED,CLASS 2,SMALL,QUARTER POCKET,3,18,54,3,405,BLO,11,0,3,3,0,6.0
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,186,2430,13,12,BLO,1,1,2,1,0,10.33
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,186,2430,13,12,BLO,1,1,2,1,0,10.33
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,74,3410,46,578,BLO,1,0,2,0,0,8.22
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,76,8436,111,0,BLO,1,0,4,0,0,8.44
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,74,3410,46,578,BLO,1,0,2,0,0,8.22
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,76,8436,111,0,BLO,1,0,4,0,0,8.44
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,124,868,7,40,BLO,1,1,4,2,0,10.33
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,124,868,7,40,BLO,1,1,4,2,0,10.33
FUJI,CLASS 1,SMALL,CARTON,18,91,640,7,46,BLO,3,1,3,1,0,5.06
FUJI,CLASS 1,SMALL,CARTON,18,91,640,7,46,BLO,3,1,3,1,0,5.06
FUJI,CLASS 1,SMALL,ECONOMIC PACK,12,105,10700,101,3,BLO,3,1,3,2,0,8.75
FUJI,CLASS 1,SMALL,ECONOMIC PACK,12,105,10700,101,3,BLO,3,1,3,2,0,8.75
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,67,67,1,172,BLO,3,0,4,0,0,7.44
FUJI,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,70,70,1,22,BLO,3,0,0,0,0,7.78
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,67,67,1,172,BLO,3,0,4,0,0,7.44
FUJI,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,70,70,1,22,BLO,3,0,0,0,0,7.78
GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,246,1970,8,68,BLO,4,1,1,1,0,13.67
GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,246,1970,8,68,BLO,4,1,1,1,0,13.67
GOLDEN DELICIOUS,CLASS 2,SMALL,ECONOMIC PACK,12,22,360,16,333,BLO,4,0,3,2,0,1.83
GOLDEN DELICIOUS,CLASS 2,SMALL,ECONOMIC PACK,12,22,360,16,333,BLO,4,0,3,2,0,1.83
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,65,65,1,66,BLO,4,0,0,0,0,7.22
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,11,75,75,1,67,BLO,4,0,0,0,0,6.82
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,67,4345,64,1157,BLO,4,0,4,0,0,7.44
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,79,12280,154,28,BLO,4,0,4,0,0,7.18
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,852,17,154,BLO,4,0,3,0,0,5.56
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,67,4345,64,1157,BLO,4,0,4,0,0,7.44
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,79,12280,154,28,BLO,4,0,4,0,0,7.18
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,852,17,154,BLO,4,0,3,0,0,5.56
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,65,65,1,66,BLO,4,0,0,0,0,7.22
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,11,75,75,1,67,BLO,4,0,0,0,0,6.82
GOLDEN DELICIOUS,CLASS 2,SMALL,QUARTER POCKET,3,10,524,50,22,BLO,4,0,3,3,0,3.33
GOLDEN DELICIOUS,CLASS 2,SMALL,QUARTER POCKET,3,10,524,50,22,BLO,4,0,3,3,0,3.33
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,95,380,4,462,BLO,5,1,1,1,0,5.28
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,198,9940,50,611,BLO,5,1,2,1,0,11.0
GRANNY SMITH,CLASS 1,MEDIUM,CARTON,18,80,240,3,50,BLO,5,1,4,1,0,4.44
GRANNY SMITH,CLASS 2,LARGE,CARTON,18,180,360,2,67,BLO,5,0,2,1,0,10.0
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,18,82,82,1,44,BLO,5,0,4,1,0,4.56
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,95,380,4,462,BLO,5,1,1,1,0,5.28
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,198,9940,50,611,BLO,5,1,2,1,0,11.0
GRANNY SMITH,CLASS 1,MEDIUM,CARTON,18,80,240,3,50,BLO,5,1,4,1,0,4.44
GRANNY SMITH,CLASS 2,LARGE,CARTON,18,180,360,2,67,BLO,5,0,2,1,0,10.0
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,18,82,82,1,44,BLO,5,0,4,1,0,4.56
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,51,410,8,458,BLO,5,0,4,0,0,5.67
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,33,730,22,142,BLO,5,0,2,0,0,3.67
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,33,730,22,142,BLO,5,0,2,0,0,3.67
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,51,410,8,458,BLO,5,0,4,0,0,5.67
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,120,120,1,94,BLO,5,0,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,119,7740,65,442,BLO,5,1,3,2,0,9.92
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,120,120,1,94,BLO,5,0,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,119,7740,65,442,BLO,5,1,3,2,0,9.92
PINK LADY,CLASS 1,MEDIUM,ECONOMIC PACK,12,131,263,2,46,BLO,6,1,4,2,0,10.92
PINK LADY,CLASS 1,MEDIUM,ECONOMIC PACK,12,131,263,2,46,BLO,6,1,4,2,0,10.92
ROYAL GALA,CLASS 1,LARGE,CARTON,18,191,1340,7,17,BLO,8,1,2,1,0,10.61
ROYAL GALA,CLASS 1,LARGE,CARTON,18,191,1340,7,17,BLO,8,1,2,1,0,10.61
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,69,5699,82,356,BLO,8,0,4,0,0,7.67
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,60,60,1,0,BLO,8,0,4,0,0,6.0
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,850,17,0,BLO,8,0,3,0,0,5.56
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,69,5699,82,356,BLO,8,0,4,0,0,7.67
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,60,60,1,0,BLO,8,0,4,0,0,6.0
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,850,17,0,BLO,8,0,3,0,0,5.56
ROYAL GALA,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,55,110,2,2,BLO,8,0,0,0,0,6.11
ROYAL GALA,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,55,110,2,2,BLO,8,0,0,0,0,6.11
ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12,81,244,3,33,BLO,8,1,3,2,0,6.75
ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12,81,244,3,33,BLO,8,1,3,2,0,6.75
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,190,570,3,590,BLO,9,1,1,1,0,10.56
STARKING,CLASS 1,LARGE,CARTON,18,180,360,2,46,BLO,9,1,2,1,0,10.0
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,190,570,3,590,BLO,9,1,1,1,0,10.56
STARKING,CLASS 1,LARGE,CARTON,18,180,360,2,46,BLO,9,1,2,1,0,10.0
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,70,280,4,147,BLO,9,0,2,0,0,7.78
STARKING,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,75,5633,75,15,BLO,9,0,4,0,0,8.33
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,70,280,4,147,BLO,9,0,2,0,0,7.78
STARKING,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,75,5633,75,15,BLO,9,0,4,0,0,8.33
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,226,4990,22,317,BLO,11,1,1,1,0,12.56
TOP RED,CLASS 1,LARGE,CARTON,18,220,10780,49,49,BLO,11,1,2,1,0,12.22
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,226,4990,22,317,BLO,11,1,1,1,0,12.56
TOP RED,CLASS 1,LARGE,CARTON,18,220,10780,49,49,BLO,11,1,2,1,0,12.22
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,282,4,77,BLO,11,0,4,0,0,7.78
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,282,4,77,BLO,11,0,4,0,0,7.78
TOP RED,CLASS 2,SMALL,QUARTER POCKET,3,20,20,1,408,BLO,11,0,3,3,0,6.67
TOP RED,CLASS 2,SMALL,QUARTER POCKET,3,20,20,1,408,BLO,11,0,3,3,0,6.67
BRAEBURN,CLASS 1,LARGE,CARTON,18,140,1120,8,152,BLO,0,1,2,1,0,7.78
BRAEBURN,CLASS 1,LARGE,CARTON,18,140,1120,8,152,BLO,0,1,2,1,0,7.78
CRIPPS PINK,CLASS 1,EXTRA LARGE,CARTON,18,170,340,2,0,BLO,1,1,1,1,0,9.44
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,140,140,1,25,BLO,1,1,2,1,0,7.78
CRIPPS PINK,CLASS 1,MEDIUM,CARTON,18,120,360,3,34,BLO,1,1,4,1,0,6.67
CRIPPS PINK,CLASS 1,EXTRA LARGE,CARTON,18,170,340,2,0,BLO,1,1,1,1,0,9.44
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,140,140,1,25,BLO,1,1,2,1,0,7.78
CRIPPS PINK,CLASS 1,MEDIUM,CARTON,18,120,360,3,34,BLO,1,1,4,1,0,6.67
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,75,5385,71,624,BLO,1,0,2,0,0,8.33
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,75,5385,71,624,BLO,1,0,2,0,0,8.33
FUJI,CLASS 2,SMALL,CARTON,18,114,114,1,31,BLO,3,0,3,1,0,6.33
FUJI,CLASS 1,LARGE,CARTON,18,120,600,5,18,BLO,3,1,2,1,0,6.67
FUJI,CLASS 1,MEDIUM,CARTON,18,80,960,12,41,BLO,3,1,4,1,0,4.44
FUJI,CLASS 1,SMALL,CARTON,18,89,358,4,53,BLO,3,1,3,1,0,4.94
FUJI,CLASS 1,LARGE,CARTON,18,120,600,5,18,BLO,3,1,2,1,0,6.67
FUJI,CLASS 1,MEDIUM,CARTON,18,80,960,12,41,BLO,3,1,4,1,0,4.44
FUJI,CLASS 1,SMALL,CARTON,18,89,358,4,53,BLO,3,1,3,1,0,4.94
FUJI,CLASS 2,SMALL,CARTON,18,114,114,1,31,BLO,3,0,3,1,0,6.33
FUJI,CLASS 1,SMALL,ECONOMIC PACK,12,120,1080,9,104,BLO,3,1,3,2,0,10.0
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,480,4,7,BLO,3,1,4,2,0,10.0
FUJI,CLASS 1,SMALL,ECONOMIC PACK,12,120,1080,9,104,BLO,3,1,3,2,0,10.0
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,480,4,7,BLO,3,1,4,2,0,10.0
FUJI,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,68,4310,63,23,BLO,3,0,0,0,0,7.56
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,69,3413,49,173,BLO,3,0,4,0,0,7.67
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,69,3413,49,173,BLO,3,0,4,0,0,7.67
FUJI,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,68,4310,63,23,BLO,3,0,0,0,0,7.56
GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,244,3660,15,76,BLO,4,1,1,1,0,13.56
GOLDEN DELICIOUS,CLASS 1,LARGE,CARTON,18,220,1100,5,231,BLO,4,1,2,1,0,12.22
GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,244,3660,15,76,BLO,4,1,1,1,0,13.56
GOLDEN DELICIOUS,CLASS 1,LARGE,CARTON,18,220,1100,5,231,BLO,4,1,2,1,0,12.22
GOLDEN DELICIOUS,CLASS 1,SMALL,ECONOMIC PACK,12,125,3772,30,319,BLO,4,1,3,2,0,10.42
GOLDEN DELICIOUS,CLASS 2,SMALL,ECONOMIC PACK,12,61,185,3,349,BLO,4,0,3,2,0,5.08
GOLDEN DELICIOUS,CLASS 1,SMALL,ECONOMIC PACK,12,125,3772,30,319,BLO,4,1,3,2,0,10.42
GOLDEN DELICIOUS,CLASS 2,SMALL,ECONOMIC PACK,12,61,185,3,349,BLO,4,0,3,2,0,5.08
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,1600,32,171,BLO,4,0,3,0,0,5.56
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,11,67,5240,78,0,BLO,4,0,3,0,0,6.09
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,9,75,750,10,119,BLO,4,0,2,0,0,8.33
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,64,10790,167,1221,BLO,4,0,4,0,0,7.11
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,50,100,2,62,BLO,4,0,4,0,0,5.0
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,80,2005,25,182,BLO,4,0,4,0,0,7.27
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,11,70,840,12,68,BLO,4,0,0,0,0,6.36
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,1600,32,171,BLO,4,0,3,0,0,5.56
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,11,67,5240,78,0,BLO,4,0,3,0,0,6.09
GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,9,75,750,10,119,BLO,4,0,2,0,0,8.33
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,64,10790,167,1221,BLO,4,0,4,0,0,7.11
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,50,100,2,62,BLO,4,0,4,0,0,5.0
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,80,2005,25,182,BLO,4,0,4,0,0,7.27
GOLDEN DELICIOUS,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,11,70,840,12,68,BLO,4,0,0,0,0,6.36
GOLDEN DELICIOUS,CLASS 2,SMALL,QUARTER POCKET,3,15,482,32,72,BLO,4,0,3,3,0,5.0
GOLDEN DELICIOUS,CLASS 2,SMALL,QUARTER POCKET,3,15,482,32,72,BLO,4,0,3,3,0,5.0
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,146,1320,9,466,BLO,5,1,1,1,0,8.11
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,120,120,1,661,BLO,5,1,2,1,0,6.67
GRANNY SMITH,CLASS 2,LARGE,CARTON,18,200,400,2,69,BLO,5,0,2,1,0,11.11
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,18,80,642,8,45,BLO,5,0,4,1,0,4.44
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,146,1320,9,466,BLO,5,1,1,1,0,8.11
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,120,120,1,661,BLO,5,1,2,1,0,6.67
GRANNY SMITH,CLASS 2,LARGE,CARTON,18,200,400,2,69,BLO,5,0,2,1,0,11.11
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,18,80,642,8,45,BLO,5,0,4,1,0,4.44
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,61,614,10,466,BLO,5,0,4,0,0,6.78
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,62,1756,28,164,BLO,5,0,2,0,0,6.89
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,61,614,10,466,BLO,5,0,4,0,0,6.78
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,62,1756,28,164,BLO,5,0,2,0,0,6.89
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,360,3,119,BLO,5,1,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,102,720,7,507,BLO,5,1,3,2,0,8.5
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,360,3,119,BLO,5,1,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,102,720,7,507,BLO,5,1,3,2,0,8.5
PINK LADY,CLASS 1,MEDIUM,ECONOMIC PACK,12,132,1716,13,48,BLO,6,1,4,2,0,11.0
PINK LADY,CLASS 1,SMALL,ECONOMIC PACK,12,77,544,7,12,BLO,6,1,3,2,0,6.42
PINK LADY,CLASS 1,MEDIUM,ECONOMIC PACK,12,132,1716,13,48,BLO,6,1,4,2,0,11.0
PINK LADY,CLASS 1,SMALL,ECONOMIC PACK,12,77,544,7,12,BLO,6,1,3,2,0,6.42
RED DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,140,1260,9,137,BLO,12,1,1,1,0,7.78
RED DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,140,1260,9,137,BLO,12,1,1,1,0,7.78
ROME BEAUTY,CLASS 2,LARGE,DOMPLE JUMBLE,9,46,1565,34,83,BLO,13,0,2,0,0,5.11
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,60,60,1,0,BLO,13,0,4,0,0,6.67
ROME BEAUTY,CLASS 2,LARGE,DOMPLE JUMBLE,9,46,1565,34,83,BLO,13,0,2,0,0,5.11
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,60,60,1,0,BLO,13,0,4,0,0,6.67
ROYAL GALA,CLASS 1,LARGE,CARTON,18,200,200,1,24,BLO,8,1,2,1,0,11.11
ROYAL GALA,CLASS 1,LARGE,CARTON,18,200,200,1,24,BLO,8,1,2,1,0,11.11
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,68,10416,152,438,BLO,8,0,4,0,0,7.56
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,12750,255,17,BLO,8,0,3,0,0,5.56
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,68,10416,152,438,BLO,8,0,4,0,0,7.56
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,50,12750,255,17,BLO,8,0,3,0,0,5.56
ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12,85,256,3,36,BLO,8,1,3,2,0,7.08
ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12,85,256,3,36,BLO,8,1,3,2,0,7.08
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,593,BLO,9,1,1,1,0,11.11
STARKING,CLASS 1,LARGE,CARTON,18,180,180,1,48,BLO,9,1,2,1,0,10.0
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,593,BLO,9,1,1,1,0,11.11
STARKING,CLASS 1,LARGE,CARTON,18,180,180,1,48,BLO,9,1,2,1,0,10.0
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,725,11,151,BLO,9,0,2,0,0,7.22
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,725,11,151,BLO,9,0,2,0,0,7.22
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,229,9630,42,339,BLO,11,1,1,1,0,12.72
TOP RED,CLASS 1,LARGE,CARTON,18,220,10780,49,98,BLO,11,1,2,1,0,12.22
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,229,9630,42,339,BLO,11,1,1,1,0,12.72
TOP RED,CLASS 1,LARGE,CARTON,18,220,10780,49,98,BLO,11,1,2,1,0,12.22
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,1126,16,81,BLO,11,0,4,0,0,7.78
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,1126,16,81,BLO,11,0,4,0,0,7.78
TOP RED,CLASS 2,SMALL,QUARTER POCKET,3,20,60,3,409,BLO,11,0,3,3,0,6.67
TOP RED,CLASS 2,SMALL,QUARTER POCKET,3,20,60,3,409,BLO,11,0,3,3,0,6.67
BRAEBURN,CLASS 1,LARGE,CARTON,18,156,470,3,160,BLO,0,1,2,1,0,8.67
CRIPPS PINK,CLASS 1,EXTRA LARGE,CARTON,18,200,800,4,2,BLO,1,1,1,1,0,11.11
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,140,140,1,26,BLO,1,1,2,1,0,7.78
CRIPPS PINK,CLASS 1,MEDIUM,CARTON,18,135,135,1,37,BLO,1,1,4,1,0,7.5
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,75,825,11,695,BLO,1,0,2,0,0,8.33
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,5200,80,111,BLO,1,0,4,0,0,7.22
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,9,65,5200,80,0,BLO,1,0,3,0,0,7.22
FUJI,CLASS 2,SMALL,CARTON,18,120,240,2,32,BLO,3,0,3,1,0,6.67
FUJI,CLASS 1,MEDIUM,CARTON,18,170,170,1,53,BLO,3,1,4,1,0,9.44
FUJI,CLASS 1,SMALL,CARTON,18,85,770,9,57,BLO,3,1,3,1,0,4.72
FUJI,CLASS 2,LARGE,CARTON,18,120,120,1,85,BLO,3,0,2,1,0,6.67
FUJI,CLASS 1,SMALL,ECONOMIC PACK,12,120,480,4,113,BLO,3,1,3,2,0,10.0
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,120,240,2,11,BLO,3,1,4,2,0,10.0
FUJI,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,71,285,4,86,BLO,3,0,0,0,0,7.89
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,70,8557,122,222,BLO,3,0,4,0,0,7.78
GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18,244,2200,9,91,BLO,4,1,1,1,0,13.56
GOLDEN DELICIOUS,CLASS 1,LARGE,CARTON,18,233,700,3,236,BLO,4,1,2,1,0,12.94
GOLDEN DELICIOUS,CLASS 1,SMALL,ECONOMIC PACK,12,72,1008,14,349,BLO,4,1,3,2,0,6.0
GOLDEN DELICIOUS,CLASS 2,SMALL,ECONOMIC PACK,12,73,2920,40,352,BLO,4,0,3,2,0,6.08
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9,58,292,5,203,BLO,4,0,3,0,0,6.44
GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,11,75,75,1,78,BLO,4,0,3,0,0,6.82
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,64,4942,77,1028,BLO,4,0,4,0,0,7.11
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,65,65,1,64,BLO,4,0,4,0,0,6.5
GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,80,2160,27,207,BLO,4,0,4,0,0,7.27
GOLDEN DELICIOUS,CLASS 2,SMALL,QUARTER POCKET,3,15,300,20,104,BLO,4,0,3,3,0,5.0
GRANNY SMITH,CLASS 2,MEDIUM,CARTON,18,94,94,1,53,BLO,5,0,4,1,0,5.22
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,125,500,4,475,BLO,5,1,1,1,0,6.94
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,120,360,3,662,BLO,5,1,2,1,0,6.67
GRANNY SMITH,CLASS 1,MEDIUM,CARTON,18,140,140,1,53,BLO,5,1,4,1,0,7.78
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,27,273,10,476,BLO,5,0,4,0,0,3.0
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,46,1592,34,192,BLO,5,0,2,0,0,5.11
GRANNY SMITH,CLASS 2,MEDIUM,ECONOMIC PACK,12,120,120,1,95,BLO,5,0,4,2,0,10.0
GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12,80,3385,42,514,BLO,5,1,3,2,0,6.67
PINK LADY,CLASS 1,MEDIUM,ECONOMIC PACK,12,132,132,1,61,BLO,6,1,4,2,0,11.0
