Variety,Class,Size,Package,Unit,Price,Total Sales,Sales Quantity,Closing Stock,Market,variety_labeled,class_labeled,size_labeled,package_labeled,market_labeled,kg_price
GRANNY SMITH,CLASS 1,MEDIUM,CARTON,18,105,2522,24,438,WEL,5,1,4,1,9,5.83
GRANNY SMITH,CLASS 1,MEDIUM,CARTON,18,105,2522,24,438,WEL,5,1,4,1,9,5.83
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,137,4540,33,2055,WEL,5,1,1,1,9,7.61
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,124,23250,187,2734,WEL,5,1,2,1,9,6.89
GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18,137,4540,33,2055,WEL,5,1,1,1,9,7.61
GRANNY SMITH,CLASS 1,LARGE,CARTON,18,124,23250,187,2734,WEL,5,1,2,1,9,6.89
GRANNY SMITH,CLASS 1,MEDIUM,CARTON,18,105,2522,24,438,WEL,5,1,4,1,9,5.83
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,540,9,495,WEL,5,0,2,0,9,6.67
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,55,55,1,913,WEL,5,0,4,0,9,6.11
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,70,210,3,160,WEL,5,0,4,0,9,7.0
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,55,110,2,243,WEL,5,0,4,0,9,5.0
GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,11,57,520,9,322,WEL,5,0,3,0,9,5.18
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,540,9,495,WEL,5,0,2,0,9,6.67
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,55,55,1,913,WEL,5,0,4,0,9,6.11
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,70,210,3,160,WEL,5,0,4,0,9,7.0
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,55,110,2,243,WEL,5,0,4,0,9,5.0
GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,11,57,520,9,322,WEL,5,0,3,0,9,5.18
GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,540,9,495,WEL,5,0,2,0,9,6.67
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,55,55,1,913,WEL,5,0,4,0,9,6.11
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,70,210,3,160,WEL,5,0,4,0,9,7.0
GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,55,110,2,243,WEL,5,0,4,0,9,5.0
GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,11,57,520,9,322,WEL,5,0,3,0,9,5.18
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,92,25328,273,689,WEL,5,1,4,2,9,7.67
GRANNY SMITH,CLASS 1,LARGE,ECONOMIC PACK,12,88,28720,325,1603,WEL,5,1,2,2,9,7.33
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,92,25328,273,689,WEL,5,1,4,2,9,7.67
GRANNY SMITH,CLASS 1,LARGE,ECONOMIC PACK,12,88,28720,325,1603,WEL,5,1,2,2,9,7.33
GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12,92,25328,273,689,WEL,5,1,4,2,9,7.67
GRANNY SMITH,CLASS 1,LARGE,ECONOMIC PACK,12,88,28720,325,1603,WEL,5,1,2,2,9,7.33
PINK LADY,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,60,1,133,WEL,6,0,2,0,9,6.67
PINK LADY,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,60,1,133,WEL,6,0,2,0,9,6.67
PINK LADY,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,60,1,133,WEL,6,0,2,0,9,6.67
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,66,1255,19,88,WEL,13,0,4,0,9,7.33
ROME BEAUTY,CLASS 2,SMALL,DOMPLE JUMBLE,9,62,2860,46,265,WEL,13,0,3,0,9,6.89
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,66,1255,19,88,WEL,13,0,4,0,9,7.33
ROME BEAUTY,CLASS 2,SMALL,DOMPLE JUMBLE,9,62,2860,46,265,WEL,13,0,3,0,9,6.89
ROME BEAUTY,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,66,1255,19,88,WEL,13,0,4,0,9,7.33
ROME BEAUTY,CLASS 2,SMALL,DOMPLE JUMBLE,9,62,2860,46,265,WEL,13,0,3,0,9,6.89
ROYAL GALA,CLASS 1,EXTRA LARGE,CARTON,18,175,39200,224,62,WEL,8,1,1,1,9,9.72
ROYAL GALA,CLASS 1,LARGE,CARTON,18,166,1500,9,824,WEL,8,1,2,1,9,9.22
ROYAL GALA,CLASS 1,EXTRA LARGE,CARTON,18,175,39200,224,62,WEL,8,1,1,1,9,9.72
ROYAL GALA,CLASS 1,LARGE,CARTON,18,166,1500,9,824,WEL,8,1,2,1,9,9.22
ROYAL GALA,CLASS 1,EXTRA LARGE,CARTON,18,175,39200,224,62,WEL,8,1,1,1,9,9.72
ROYAL GALA,CLASS 1,LARGE,CARTON,18,166,1500,9,824,WEL,8,1,2,1,9,9.22
ROYAL GALA,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,65,5850,90,0,WEL,8,0,1,0,9,7.22
ROYAL GALA,CLASS 2,LARGE,DOMPLE JUMBLE,9,66,18000,270,0,WEL,8,0,2,0,9,7.33
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,54,9490,175,446,WEL,8,0,4,0,9,6.0
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,70,2800,40,40,WEL,8,0,4,0,9,6.36
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,60,7080,118,497,WEL,8,0,3,0,9,6.67
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,11,70,3220,46,237,WEL,8,0,3,0,9,6.36
ROYAL GALA,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,54,1081,20,368,WEL,8,0,0,0,9,6.0
ROYAL GALA,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,65,5850,90,0,WEL,8,0,1,0,9,7.22
ROYAL GALA,CLASS 2,LARGE,DOMPLE JUMBLE,9,66,18000,270,0,WEL,8,0,2,0,9,7.33
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,54,9490,175,446,WEL,8,0,4,0,9,6.0
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,70,2800,40,40,WEL,8,0,4,0,9,6.36
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,60,7080,118,497,WEL,8,0,3,0,9,6.67
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,11,70,3220,46,237,WEL,8,0,3,0,9,6.36
ROYAL GALA,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,54,1081,20,368,WEL,8,0,0,0,9,6.0
ROYAL GALA,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,65,5850,90,0,WEL,8,0,1,0,9,7.22
ROYAL GALA,CLASS 2,LARGE,DOMPLE JUMBLE,9,66,18000,270,0,WEL,8,0,2,0,9,7.33
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,54,9490,175,446,WEL,8,0,4,0,9,6.0
ROYAL GALA,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,70,2800,40,40,WEL,8,0,4,0,9,6.36
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9,60,7080,118,497,WEL,8,0,3,0,9,6.67
ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,11,70,3220,46,237,WEL,8,0,3,0,9,6.36
ROYAL GALA,CLASS 2,UNDER SIZE,DOMPLE JUMBLE,9,54,1081,20,368,WEL,8,0,0,0,9,6.0
ROYAL GALA,CLASS 1,LARGE,ECONOMIC PACK,12,136,9568,70,696,WEL,8,1,2,2,9,11.33
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,141,2400,17,1714,WEL,8,1,4,2,9,11.75
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,141,2400,17,1714,WEL,8,1,4,2,9,11.75
ROYAL GALA,CLASS 1,LARGE,ECONOMIC PACK,12,136,9568,70,696,WEL,8,1,2,2,9,11.33
ROYAL GALA,CLASS 1,LARGE,ECONOMIC PACK,12,136,9568,70,696,WEL,8,1,2,2,9,11.33
ROYAL GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,141,2400,17,1714,WEL,8,1,4,2,9,11.75
STARKING,CLASS 1,MEDIUM,CARTON,18,170,170,1,828,WEL,9,1,4,1,9,9.44
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,170,17090,100,201,WEL,9,1,1,1,9,9.44
STARKING,CLASS 1,LARGE,CARTON,18,210,14700,70,582,WEL,9,1,2,1,9,11.67
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,170,17090,100,201,WEL,9,1,1,1,9,9.44
STARKING,CLASS 1,LARGE,CARTON,18,210,14700,70,582,WEL,9,1,2,1,9,11.67
STARKING,CLASS 1,MEDIUM,CARTON,18,170,170,1,828,WEL,9,1,4,1,9,9.44
STARKING,CLASS 1,SMALL,CARTON,18,160,15680,98,123,WEL,9,1,3,1,9,8.89
STARKING,CLASS 1,SMALL,CARTON,18,160,15680,98,123,WEL,9,1,3,1,9,8.89
STARKING,CLASS 1,MEDIUM,CARTON,18,170,170,1,828,WEL,9,1,4,1,9,9.44
STARKING,CLASS 1,EXTRA LARGE,CARTON,18,170,17090,100,201,WEL,9,1,1,1,9,9.44
STARKING,CLASS 1,LARGE,CARTON,18,210,14700,70,582,WEL,9,1,2,1,9,11.67
STARKING,CLASS 1,SMALL,CARTON,18,160,15680,98,123,WEL,9,1,3,1,9,8.89
STARKING,CLASS 1,LARGE,ECONOMIC PACK,12,160,480,3,9,WEL,9,1,2,2,9,13.33
STARKING,CLASS 1,LARGE,ECONOMIC PACK,12,160,480,3,9,WEL,9,1,2,2,9,13.33
STARKING,CLASS 1,LARGE,ECONOMIC PACK,12,160,480,3,9,WEL,9,1,2,2,9,13.33
STARKING,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,65,5850,90,192,WEL,9,0,1,0,9,7.22
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,65,1,40,WEL,9,0,2,0,9,7.22
STARKING,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,65,5850,90,192,WEL,9,0,1,0,9,7.22
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,65,1,40,WEL,9,0,2,0,9,7.22
STARKING,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,65,5850,90,192,WEL,9,0,1,0,9,7.22
STARKING,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,65,1,40,WEL,9,0,2,0,9,7.22
SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,17160,264,402,WEL,10,0,4,0,9,7.22
SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9,54,4650,85,163,WEL,10,0,3,0,9,6.0
SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,17160,264,402,WEL,10,0,4,0,9,7.22
SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9,54,4650,85,163,WEL,10,0,3,0,9,6.0
SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,17160,264,402,WEL,10,0,4,0,9,7.22
SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9,54,4650,85,163,WEL,10,0,3,0,9,6.0
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,235,12730,54,387,WEL,11,1,1,1,9,13.06
TOP RED,CLASS 1,LARGE,CARTON,18,183,1100,6,279,WEL,11,1,2,1,9,10.17
TOP RED,CLASS 1,MEDIUM,CARTON,18,147,1330,9,450,WEL,11,1,4,1,9,8.17
TOP RED,CLASS 1,SMALL,CARTON,18,170,510,3,910,WEL,11,1,3,1,9,9.44
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,235,12730,54,387,WEL,11,1,1,1,9,13.06
TOP RED,CLASS 1,LARGE,CARTON,18,183,1100,6,279,WEL,11,1,2,1,9,10.17
TOP RED,CLASS 1,MEDIUM,CARTON,18,147,1330,9,450,WEL,11,1,4,1,9,8.17
TOP RED,CLASS 1,SMALL,CARTON,18,170,510,3,910,WEL,11,1,3,1,9,9.44
TOP RED,CLASS 1,EXTRA LARGE,CARTON,18,235,12730,54,387,WEL,11,1,1,1,9,13.06
TOP RED,CLASS 1,LARGE,CARTON,18,183,1100,6,279,WEL,11,1,2,1,9,10.17
TOP RED,CLASS 1,MEDIUM,CARTON,18,147,1330,9,450,WEL,11,1,4,1,9,8.17
TOP RED,CLASS 1,SMALL,CARTON,18,170,510,3,910,WEL,11,1,3,1,9,9.44
TOP RED,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,840,14,211,WEL,11,0,2,0,9,6.67
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,2370,36,40,WEL,11,0,4,0,9,7.22
TOP RED,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,840,14,211,WEL,11,0,2,0,9,6.67
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,2370,36,40,WEL,11,0,4,0,9,7.22
TOP RED,CLASS 2,LARGE,DOMPLE JUMBLE,9,60,840,14,211,WEL,11,0,2,0,9,6.67
TOP RED,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,65,2370,36,40,WEL,11,0,4,0,9,7.22
AFRICAN RED/CARMINE,CLASS 1,LARGE,CARTON,18,143,7620,53,460,WEL,15,1,2,1,9,7.94
AFRICAN RED/CARMINE,CLASS 1,MEDIUM,CARTON,18,62,4070,65,43,WEL,15,1,4,1,9,3.44
AFRICAN RED/CARMINE,CLASS 1,LARGE,CARTON,18,143,7620,53,460,WEL,15,1,2,1,9,7.94
AFRICAN RED/CARMINE,CLASS 1,MEDIUM,CARTON,18,62,4070,65,43,WEL,15,1,4,1,9,3.44
AFRICAN RED/CARMINE,CLASS 1,LARGE,CARTON,18,143,7620,53,460,WEL,15,1,2,1,9,7.94
AFRICAN RED/CARMINE,CLASS 1,MEDIUM,CARTON,18,62,4070,65,43,WEL,15,1,4,1,9,3.44
BRAEBURN,CLASS 1,EXTRA LARGE,CARTON,18,140,13720,98,8,WEL,0,1,1,1,9,7.78
BRAEBURN,CLASS 1,LARGE,CARTON,18,140,27440,196,281,WEL,0,1,2,1,9,7.78
BRAEBURN,CLASS 1,MEDIUM,CARTON,18,180,180,1,188,WEL,0,1,4,1,9,10.0
BRAEBURN,CLASS 1,EXTRA LARGE,CARTON,18,140,13720,98,8,WEL,0,1,1,1,9,7.78
BRAEBURN,CLASS 1,LARGE,CARTON,18,140,27440,196,281,WEL,0,1,2,1,9,7.78
BRAEBURN,CLASS 1,MEDIUM,CARTON,18,180,180,1,188,WEL,0,1,4,1,9,10.0
BRAEBURN,CLASS 1,EXTRA LARGE,CARTON,18,140,13720,98,8,WEL,0,1,1,1,9,7.78
BRAEBURN,CLASS 1,LARGE,CARTON,18,140,27440,196,281,WEL,0,1,2,1,9,7.78
BRAEBURN,CLASS 1,MEDIUM,CARTON,18,180,180,1,188,WEL,0,1,4,1,9,10.0
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,12,96,3872,40,450,WEL,0,1,4,2,9,8.0
BRAEBURN,CLASS 1,LARGE,ECONOMIC PACK,12,111,14464,130,403,WEL,0,1,2,2,9,9.25
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,12,96,3872,40,450,WEL,0,1,4,2,9,8.0
BRAEBURN,CLASS 1,LARGE,ECONOMIC PACK,12,111,14464,130,403,WEL,0,1,2,2,9,9.25
BRAEBURN,CLASS 1,MEDIUM,ECONOMIC PACK,12,96,3872,40,450,WEL,0,1,4,2,9,8.0
BRAEBURN,CLASS 1,LARGE,ECONOMIC PACK,12,111,14464,130,403,WEL,0,1,2,2,9,9.25
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,112,62992,560,4281,WEL,1,1,2,1,9,6.22
CRIPPS PINK,CLASS 1,MEDIUM,CARTON,18,94,82340,874,3221,WEL,1,1,4,1,9,5.22
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,157,35990,228,154,WEL,1,1,3,1,9,8.72
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,18,53,2530,47,451,WEL,1,0,4,1,9,2.94
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,112,62992,560,4281,WEL,1,1,2,1,9,6.22
CRIPPS PINK,CLASS 1,MEDIUM,CARTON,18,94,82340,874,3221,WEL,1,1,4,1,9,5.22
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,157,35990,228,154,WEL,1,1,3,1,9,8.72
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,18,53,2530,47,451,WEL,1,0,4,1,9,2.94
CRIPPS PINK,CLASS 1,LARGE,CARTON,18,112,62992,560,4281,WEL,1,1,2,1,9,6.22
CRIPPS PINK,CLASS 1,MEDIUM,CARTON,18,94,82340,874,3221,WEL,1,1,4,1,9,5.22
CRIPPS PINK,CLASS 1,SMALL,CARTON,18,157,35990,228,154,WEL,1,1,3,1,9,8.72
CRIPPS PINK,CLASS 2,MEDIUM,CARTON,18,53,2530,47,451,WEL,1,0,4,1,9,2.94
CRIPPS PINK,CLASS 1,SMALL,ECONOMIC PACK,12,99,47616,480,159,WEL,1,1,3,2,9,8.25
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,101,15400,152,2108,WEL,1,1,4,2,9,8.42
CRIPPS PINK,CLASS 1,LARGE,ECONOMIC PACK,12,110,25912,234,1220,WEL,1,1,2,2,9,9.17
CRIPPS PINK,CLASS 1,SMALL,ECONOMIC PACK,12,99,47616,480,159,WEL,1,1,3,2,9,8.25
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,101,15400,152,2108,WEL,1,1,4,2,9,8.42
CRIPPS PINK,CLASS 1,LARGE,ECONOMIC PACK,12,110,25912,234,1220,WEL,1,1,2,2,9,9.17
CRIPPS PINK,CLASS 1,SMALL,ECONOMIC PACK,12,99,47616,480,159,WEL,1,1,3,2,9,8.25
CRIPPS PINK,CLASS 1,MEDIUM,ECONOMIC PACK,12,101,15400,152,2108,WEL,1,1,4,2,9,8.42
CRIPPS PINK,CLASS 1,LARGE,ECONOMIC PACK,12,110,25912,234,1220,WEL,1,1,2,2,9,9.17
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,11700,180,205,WEL,1,0,2,0,9,7.22
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,68,4425,65,36,WEL,1,0,4,0,9,7.56
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,61,915,15,0,WEL,1,0,4,0,9,6.1
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,9,60,600,10,958,WEL,1,0,3,0,9,6.67
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,67,10800,160,0,WEL,1,0,3,0,9,6.09
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,11700,180,205,WEL,1,0,2,0,9,7.22
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,68,4425,65,36,WEL,1,0,4,0,9,7.56
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,61,915,15,0,WEL,1,0,4,0,9,6.1
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,9,60,600,10,958,WEL,1,0,3,0,9,6.67
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,67,10800,160,0,WEL,1,0,3,0,9,6.09
CRIPPS PINK,CLASS 2,LARGE,DOMPLE JUMBLE,9,65,11700,180,205,WEL,1,0,2,0,9,7.22
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,68,4425,65,36,WEL,1,0,4,0,9,7.56
CRIPPS PINK,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,61,915,15,0,WEL,1,0,4,0,9,6.1
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,9,60,600,10,958,WEL,1,0,3,0,9,6.67
CRIPPS PINK,CLASS 2,SMALL,DOMPLE JUMBLE,11,67,10800,160,0,WEL,1,0,3,0,9,6.09
CRIPPS RED,CLASS 1,EXTRA LARGE,CARTON,18,160,13040,81,281,WEL,2,1,1,1,9,8.89
CRIPPS RED,CLASS 1,LARGE,CARTON,18,164,10540,64,941,WEL,2,1,2,1,9,9.11
CRIPPS RED,CLASS 1,MEDIUM,CARTON,18,140,9410,67,1195,WEL,2,1,4,1,9,7.78
CRIPPS RED,CLASS 1,SMALL,CARTON,18,140,15680,112,373,WEL,2,1,3,1,9,7.78
CRIPPS RED,CLASS 1,EXTRA LARGE,CARTON,18,160,13040,81,281,WEL,2,1,1,1,9,8.89
CRIPPS RED,CLASS 1,LARGE,CARTON,18,164,10540,64,941,WEL,2,1,2,1,9,9.11
CRIPPS RED,CLASS 1,SMALL,CARTON,18,140,15680,112,373,WEL,2,1,3,1,9,7.78
CRIPPS RED,CLASS 1,MEDIUM,CARTON,18,140,9410,67,1195,WEL,2,1,4,1,9,7.78
CRIPPS RED,CLASS 1,EXTRA LARGE,CARTON,18,160,13040,81,281,WEL,2,1,1,1,9,8.89
CRIPPS RED,CLASS 1,LARGE,CARTON,18,164,10540,64,941,WEL,2,1,2,1,9,9.11
CRIPPS RED,CLASS 1,MEDIUM,CARTON,18,140,9410,67,1195,WEL,2,1,4,1,9,7.78
CRIPPS RED,CLASS 1,SMALL,CARTON,18,140,15680,112,373,WEL,2,1,3,1,9,7.78
CRIPPS RED,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,50,5435,108,381,WEL,2,0,1,0,9,5.56
CRIPPS RED,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,50,5435,108,381,WEL,2,0,1,0,9,5.56
CRIPPS RED,CLASS 2,EXTRA LARGE,DOMPLE JUMBLE,9,50,5435,108,381,WEL,2,0,1,0,9,5.56
CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12,120,7680,64,128,WEL,2,1,3,2,9,10.0
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,96,6144,64,320,WEL,2,1,4,2,9,8.0
CRIPPS RED,CLASS 1,LARGE,ECONOMIC PACK,12,112,12848,114,669,WEL,2,1,2,2,9,9.33
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,96,6144,64,320,WEL,2,1,4,2,9,8.0
CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12,120,7680,64,128,WEL,2,1,3,2,9,10.0
CRIPPS RED,CLASS 1,LARGE,ECONOMIC PACK,12,112,12848,114,669,WEL,2,1,2,2,9,9.33
CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12,120,7680,64,128,WEL,2,1,3,2,9,10.0
CRIPPS RED,CLASS 1,MEDIUM,ECONOMIC PACK,12,96,6144,64,320,WEL,2,1,4,2,9,8.0
CRIPPS RED,CLASS 1,LARGE,ECONOMIC PACK,12,112,12848,114,669,WEL,2,1,2,2,9,9.33
EARLY RED ONE,CLASS 1,MEDIUM,ECONOMIC PACK,12,128,640,5,36,WEL,16,1,4,2,9,10.67
EARLY RED ONE,CLASS 1,MEDIUM,ECONOMIC PACK,12,128,640,5,36,WEL,16,1,4,2,9,10.67
EARLY RED ONE,CLASS 1,MEDIUM,ECONOMIC PACK,12,128,640,5,36,WEL,16,1,4,2,9,10.67
FUJI,CLASS 1,LARGE,CARTON,18,119,11800,99,1333,WEL,3,1,2,1,9,6.61
FUJI,CLASS 1,SMALL,CARTON,18,121,13920,115,985,WEL,3,1,3,1,9,6.72
FUJI,CLASS 1,LARGE,CARTON,18,119,11800,99,1333,WEL,3,1,2,1,9,6.61
FUJI,CLASS 1,SMALL,CARTON,18,121,13920,115,985,WEL,3,1,3,1,9,6.72
FUJI,CLASS 1,LARGE,CARTON,18,119,11800,99,1333,WEL,3,1,2,1,9,6.61
FUJI,CLASS 1,SMALL,CARTON,18,121,13920,115,985,WEL,3,1,3,1,9,6.72
FUJI,CLASS 2,SMALL,DOMPLE JUMBLE,11,31,2790,89,80,WEL,3,0,3,0,9,2.82
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,60,660,11,893,WEL,3,0,4,0,9,6.67
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,50,750,15,0,WEL,3,0,4,0,9,5.0
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,30,6430,212,36,WEL,3,0,4,0,9,2.73
FUJI,CLASS 2,SMALL,DOMPLE JUMBLE,11,31,2790,89,80,WEL,3,0,3,0,9,2.82
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,60,660,11,893,WEL,3,0,4,0,9,6.67
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,50,750,15,0,WEL,3,0,4,0,9,5.0
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,30,6430,212,36,WEL,3,0,4,0,9,2.73
FUJI,CLASS 2,SMALL,DOMPLE JUMBLE,11,31,2790,89,80,WEL,3,0,3,0,9,2.82
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,9,60,660,11,893,WEL,3,0,4,0,9,6.67
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,10,50,750,15,0,WEL,3,0,4,0,9,5.0
FUJI,CLASS 2,MEDIUM,DOMPLE JUMBLE,11,30,6430,212,36,WEL,3,0,4,0,9,2.73
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,88,5752,65,1848,WEL,3,1,4,2,9,7.33
FUJI,CLASS 1,LARGE,ECONOMIC PACK,12,94,568,6,932,WEL,3,1,2,2,9,7.83
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,88,5752,65,1848,WEL,3,1,4,2,9,7.33
FUJI,CLASS 1,LARGE,ECONOMIC PACK,12,94,568,6,932,WEL,3,1,2,2,9,7.83
FUJI,CLASS 1,MEDIUM,ECONOMIC PACK,12,88,5752,65,1848,WEL,3,1,4,2,9,7.33
FUJI,CLASS 1,LARGE,ECONOMIC PACK,12,94,568,6,932,WEL,3,1,2,2,9,7.83
GALA,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,46,WEL,14,1,1,1,9,11.11
GALA,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,46,WEL,14,1,1,1,9,11.11
GALA,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,46,WEL,14,1,1,1,9,11.11
GALA,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,46,WEL,14,1,1,1,9,11.11
GALA,CLASS 1,EXTRA LARGE,CARTON,18,200,200,1,46,WEL,14,1,1,1,9,11.11
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,112,896,8,413,WEL,14,1,4,2,9,9.33
GALA,CLASS 1,LARGE,ECONOMIC PACK,12,113,21440,189,42,WEL,14,1,2,2,9,9.42
GALA,CLASS 1,MEDIUM,ECONOMIC PACK,12,112,896,8,413,WEL,14,1,4,2,9,9.33
